"Rank";"Startnumber";"Firstname";"Surname";"Gender";"Nat";"Club";"Race";"Class";"Total Time";"Diff Winner";"TimeOfDay";"City";""
"145";"70";"Simen";"Scharning";"M";"NOR";"SK Rye sykkel";"FE 2";"M Senior";"0:00.0";"";"";"Oslo";""
"145";"13";"Hermann";"Solvær";"M";"NOR";"Kristiansands CK / Cube Action Team";"FE 2";"M Senior";"0:00.0";"";"";"KRISTIANSAND S";""
"145";"23";"Test";"Test";"M";"NOR";"GJØVIK";"FE 2";"M Senior";"0:00.0";"";"";"Gjøvik";""
"145";"82";"Robert";"Torp";"M";"NOR";"Gresvik IF";"FE 2";"M Senior";"0:00.0";"";"";"Fredrikstad";""
"145";"63";"Helge Stjern";"Tvedt";"M";"NOR";"LAKSEVÅG";"FE 2";"M Senior";"0:00.0";"";"";"LAKSEVÅG";""
"145";"200";"Torstein";"Waldal";"M";"NOR";"HOMMELVIK";"FE 2";"M Senior";"0:00.0";"";"";"HOMMELVIK";""
"145";"126";"Torjus";"Winther";"M";"NOR";"Krokskogen Cykleklubb";"FE 2";"M Senior";"0:00.0";"";"";"Hønefoss";""
"145";"51";"Yngve";"Ydersbond";"M";"NOR";"OSLO";"FE 2";"M Senior";"0:00.0";"";"";"OSLO";""
"1";"78";"Alice";"Grindheim";"F";"NOR";"Drammen CK";"FE 3";"K Senior";"22:19.0";"0:00.0";"2015-05-23T14:27:06.3740000";"Oslo";""
"2";"58";"Stina";"Bondehagen";"F";"NOR";"Oslostudentenes IK";"FE 3";"K Senior";"22:28.0";"0:09.0";"2015-05-23T14:17:00.7500000";"Oslo";""
"3";"83";"Hilde";"Strædet";"F";"NOR";"Kristiansands CK / Kristiansand Cykelklubb";"FE 3";"K Senior";"22:39.0";"0:20.0";"2015-05-23T14:29:18.2000000";"Kristiansand S";""
"4";"85";"Vera";"Leivsdottir";"F";"NOR";"NTNUI";"FE 3";"K Senior";"23:51.0";"1:32.0";"2015-05-23T14:31:08.3940000";"Bergen";""
"5";"136";"Helene Thon";"Moland";"F";"NOR";"Hemsedal IL Sykkel";"FE 3";"K Senior";"24:17.0";"1:58.0";"2015-05-23T14:56:17.9660000";"Hosle";""
"6";"182";"Anne";"Melbo";"F";"NOR";"Molde CK";"FE 3";"K Senior";"24:19.0";"2:00.0";"2015-05-23T15:19:08.9420000";"Molde";""
"7";"104";"Ida";"Håkonsson";"F";"NOR";"SK Rye sykkel";"FE 3";"K Senior";"24:58.0";"2:39.0";"2015-05-23T14:40:17.7710000";"Oslo";""
"8";"96";"Joline";"Johansson";"F";"SWE";"Drammen CK";"FE 3";"K Senior";"25:18.0";"2:59.0";"2015-05-23T14:36:12.8100000";"Nittedal";""
"9";"131";"Astri";"Knudsen";"F";"NOR";"SK Rye sykkel / Team Ibis";"FE 3";"K Senior";"25:42.0";"3:23.0";"2015-05-23T14:54:27.0410000";"LEIKANGER";""
"10";"184";"Elin";"Berg";"F";"NOR";"MOLDE";"FE 3";"K Senior";"26:03.0";"3:44.0";"2015-05-23T15:20:24.3260000";"Molde";""
"11";"154";"Randi-Lise";"Almås";"F";"NOR";"OSLO";"FE 3";"K Senior";"27:02.0";"4:43.0";"2015-05-23T15:05:54.3580000";"OSLO";""
"12";"144";"Elinborg";"Ólafsdóttir";"F";"ISL";"Bergen MTB Klubb";"FE 3";"K Senior";"27:20.0";"5:01.0";"2015-05-23T15:01:05.2530000";"BERGEN";""
"13";"98";"Martine";"Walbye";"F";"NOR";"SKREIA";"FE 3";"K Senior";"28:18.0";"5:59.0";"2015-05-23T14:38:11.8930000";"SKREIA";""
"14";"97";"Guro";"Stjernvang";"F";"NOR";"Hemsedal IL Sykkel / Star Motor";"FE 3";"K Senior";"29:37.0";"7:18.0";"2015-05-23T14:37:54.8230000";"Hosle";""
"15";"198";"Inger Helene";"Hamborg";"F";"NOR";"Snertne Pigers Velocipedklub";"FE 3";"K Senior";"31:13.0";"8:54.0";"2015-05-23T15:28:19.1090000";"Kongsberg";""
"16";"152";"Maria";"Bergli";"F";"NOR";"DRAMMEN";"FE 3";"K Senior";"34:03.0";"11:44.0";"2015-05-23T15:06:10.6090000";"Drammen";""
"17";"199";"Beate";"Akselsen";"F";"NOR";"OSLO";"FE 3";"K Senior";"34:57.0";"12:38.0";"2015-05-23T15:30:09.8730000";"OSLO";""
"18";"94";"Synne Marie";"Moss Opsand";"F";"NOR";"OSLO";"FE 3";"K Senior";"44:32.0";"22:13.0";"2015-05-23T14:35:58.9800000";"OSLO";""
"19";"146";"Elisabeth";"Engström";"M";"SWE";"Göteborgs Stigcyklister";"FE 3";"K Senior";"0:00.0";"";"";"Göteborg";""
"19";"105";"Silje Katarina";"Holmsen";"F";"NOR";"Drammen CK";"FE 3";"K Senior";"0:00.0";"";"";"Drammen";""
"19";"130";"Eva";"Spilleth";"F";"NOR";"Bærum OCK";"FE 3";"K Senior";"0:00.0";"";"";"VOGNILL";""
"1";"126";"Torjus";"Winther";"M";"NOR";"Krokskogen Cykleklubb";"FE 3";"M Senior";"3:54.0";"0:00.0";"2015-05-23T14:51:24.4030000";"Hønefoss";""
"2";"197";"Johan- Jørgen";"Lindgaard-Strømberg";"M";"NOR";"Bærum OCK / Team Oslo Sportslager";"FE 3";"M Senior";"8:55.0";"5:01.0";"2015-05-23T15:26:08.0460000";"Strømmen";""
"3";"2";"Zakarias Blom";"Johansen";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"16:16.0";"12:22.0";"2015-05-23T13:47:48.1870000";"Kolsås";""
"4";"4";"Lars Vatnebryn";"Sandviken";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"16:39.0";"12:45.0";"2015-05-23T13:48:52.6080000";"Kongsberg";""
"5";"8";"Ove";"Grøndal";"M";"NOR";"Trailhead Nesbyen";"FE 3";"M Senior";"16:51.0";"12:57.0";"2015-05-23T13:51:01.9560000";"NESBYEN";""
"6";"1";"Espen";"Johnsen";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"17:02.0";"13:08.0";"2015-05-23T13:47:26.9460000";"Bergen";""
"7";"3";"Jostein";"Hole";"M";"NOR";"Drammen CK / FMC Kongsberg Subsea / Nbnl";"FE 3";"M Senior";"17:11.0";"13:17.0";"2015-05-23T13:48:31.7430000";"Drammen";""
"8";"54";"Guy Peter";"Gibbs";"M";"NOR";"Www.Ride.Io";"FE 3";"M Senior";"17:36.0";"13:42.0";"2015-05-23T14:14:05.3380000";"HAFRSFJORD";""
"9";"6";"Svenn";"Fjeldheim";"M";"NOR";"Nedre Buskerud Nerroverlag";"FE 3";"M Senior";"17:55.0";"14:01.0";"2015-05-23T13:50:17.8720000";"Solbergelva";""
"10";"90";"Ole Christian";"Fagerli";"M";"NOR";"Raumer Rytter SK / Team  Milslukern";"FE 3";"M Senior";"17:58.0";"14:04.0";"2015-05-23T14:32:15.0880000";"Skedsmokorset";""
"11";"22";"Ted";"Johansen";"M";"NOR";"IF Frøy";"FE 3";"M Senior";"18:03.0";"14:09.0";"2015-05-23T13:58:13.6270000";"OSLO";""
"12";"95";"Petter";"Fagerhaug";"M";"NOR";"Lillehammer CK / NTG Lycra";"FE 3";"M Senior";"18:06.0";"14:12.0";"2015-05-23T14:34:36.2630000";"Gjerdrum";""
"13";"7";"Tom";"Haukom";"M";"NOR";"FMC";"FE 3";"M Senior";"18:09.0";"14:15.0";"2015-05-23T13:50:44.8740000";"KONGSBERG";""
"14";"21";"Bård Sturla";"Stokke";"M";"NOR";"Oslostudentenes IK";"FE 3";"M Senior";"18:18.0";"14:24.0";"2015-05-23T13:57:48.8770000";"OSLO";""
"15";"5";"Niclas Stensrud";"Andersen";"M";"NOR";"Drøbak-Frogn IL Sykkel";"FE 3";"M Senior";"18:25.0";"14:31.0";"2015-05-23T13:49:32.9710000";"Drøbak";""
"16";"31";"Jon";"Bokrantz";"M";"SWE";"Göteborgs Stigcyklister";"FE 3";"M Senior";"18:37.0";"14:43.0";"2015-05-23T14:02:49.0880000";"Göteborg";""
"17";"191";"Simen";"Smestad";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"18:38.0";"14:44.0";"2015-05-23T15:22:59.1790000";"Oslo";""
"18";"10";"Pål";"Nakken";"M";"NOR";"Molde CK";"FE 3";"M Senior";"18:44.0";"14:50.0";"2015-05-23T13:52:14.6650000";"Molde";""
"19";"18";"Bjørn";"Ballangrud";"M";"NOR";"Lillehammer CK / NTG Lillehammer";"FE 3";"M Senior";"18:47.0";"14:53.0";"2015-05-23T13:56:40.7260000";"Lillehammer";""
"20";"17";"Simon";"Johansson";"M";"SWE";"IK Hero";"FE 3";"M Senior";"18:49.0";"14:55.0";"2015-05-23T13:55:53.2310000";"Slependen";""
"21";"24";"Joar";"Solem";"M";"NOR";"DRAMMEN";"FE 3";"M Senior";"18:52.0";"14:58.0";"2015-05-23T13:59:55.2270000";"Drammen";""
"22";"15";"John Ola";"Buøy";"M";"NOR";"Orkla CK / Team Ibis";"FE 3";"M Senior";"18:58.0";"15:04.0";"2015-05-23T13:54:50.0440000";"Buvika";""
"23";"19";"Øyvind";"Sætra";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"19:03.0";"15:09.0";"2015-05-23T13:56:49.3920000";"Sogndal";""
"24";"26";"Baard";"Hellebostad";"M";"NOR";"Hemsedal IL Sykkel / Trail Cartel";"FE 3";"M Senior";"19:12.0";"15:18.0";"2015-05-23T14:00:28.5120000";"Borgen";""
"25";"45";"Erlend Hegrum";"Askjer";"M";"NOR";"Horten og Omegn's Cykleklubb";"FE 3";"M Senior";"19:19.0";"15:25.0";"2015-05-23T14:09:55.9510000";"Horten";""
"26";"181";"Erik";"Hægstad";"M";"NOR";"Fiskum IL / Team Lillehammer Powered by Sport 1 og Scott";"FE 3";"M Senior";"19:25.0";"15:31.0";"2015-05-23T15:17:56.3710000";"Lillehammer";""
"27";"11";"Eirik";"Pettersen";"M";"NOR";"Lillehammer CK / Team Lillehammer Powered by Sport 1 og Scott";"FE 3";"M Senior";"19:27.0";"15:33.0";"2015-05-23T13:53:03.3090000";"Lillehammer";""
"28";"174";"Fredrik";"Haraldseth";"M";"NOR";"Bærum OCK / Bull Ski & Kajakk";"FE 3";"M Senior";"19:29.0";"15:35.0";"2015-05-23T15:14:30.8950000";"Oslo";""
"29";"35";"Pål";"Grotnes";"M";"NOR";"Grenland SK";"FE 3";"M Senior";"19:32.0";"15:38.0";"2015-05-23T14:05:03.5470000";"Fredrikstad";""
"30";"29";"Martin A";"Steen";"M";"NOR";"KROKKLEIVA";"FE 3";"M Senior";"19:35.0";"15:41.0";"2015-05-23T14:01:56.5670000";"KROKKLEIVA";""
"31";"111";"Severin Poppe";"Midteide";"M";"NOR";"IK Hero";"FE 3";"M Senior";"19:36.0";"15:42.0";"2015-05-23T14:42:58.9930000";"ØSTERÅS";""
"32";"89";"Simen Kalnæs";"Danielsen";"M";"NOR";"Drøbak-Frogn IL Sykkel";"FE 3";"M Senior";"19:37.0";"15:43.0";"2015-05-23T14:32:03.0110000";"Drøbak";""
"33";"39";"Morgan";"Bakken";"M";"NOR";"Kragerø SK";"FE 3";"M Senior";"19:38.0";"15:44.0";"2015-05-23T14:06:53.1760000";"Kragerø";""
"34";"41";"Eirik Lind";"Hånes";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"19:59.0";"16:05.0";"2015-05-23T14:07:58.6000000";"OSLO";""
"35";"88";"Tommy";"Folkøy";"M";"NOR";"DRØBAK";"FE 3";"M Senior";"20:11.0";"16:17.0";"2015-05-23T14:31:42.0200000";"DRØBAK";""
"36";"164";"Jonas";"Olsson";"M";"NOR";"Hemsedal IL Sykkel / Mx-Training.Com";"FE 3";"M Senior";"20:13.0";"16:19.0";"2015-05-23T15:09:37.6630000";"HEMSEDAL";""
"37";"33";"Jonas";"Lundin";"M";"SWE";"OSLO";"FE 3";"M Senior";"20:14.0";"16:20.0";"2015-05-23T14:04:23.4270000";"OSLO";""
"38";"9";"Aslak";"Mørstad";"M";"NOR";"Bjørndal IF Sykkel / Team Letth";"FE 3";"M Senior";"20:23.0";"16:29.0";"2015-05-23T13:51:57.1820000";"Oslo";""
"38";"46";"Anton";"Odbro";"M";"SWE";"Göteborgs Stigcyklister";"FE 3";"M Senior";"20:23.0";"16:29.0";"2015-05-23T14:10:36.5300000";"Göteborg";""
"40";"47";"Nikolai";"Sele";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 3";"M Senior";"20:25.0";"16:31.0";"2015-05-23T14:11:18.8900000";"SANDANE";""
"41";"34";"Tage Rickard";"Sundell";"M";"SWE";"SK Rye sykkel / Team Ibis";"FE 3";"M Senior";"20:28.0";"16:34.0";"2015-05-23T14:04:43.9350000";"LEIKANGER";""
"42";"128";"Kristoffer";"Schie";"M";"NOR";"Nesodden SK";"FE 3";"M Senior";"20:30.0";"16:36.0";"2015-05-23T14:52:00.0000000";"NESODDTANGEN";""
"43";"40";"Karsten";"Hjelseth";"M";"NOR";"OSLO";"FE 3";"M Senior";"20:31.0";"16:37.0";"2015-05-23T14:07:37.5810000";"Oslo";""
"43";"52";"Oscar";"Smith";"M";"NOR";"Kristiansands CK";"FE 3";"M Senior";"20:31.0";"16:37.0";"2015-05-23T14:13:17.9630000";"KRISTIANSAND S";""
"43";"56";"Sander";"Solvær";"M";"NOR";"Kristiansands CK";"FE 3";"M Senior";"20:31.0";"16:37.0";"2015-05-23T14:15:31.5380000";"KRISTIANSAND S";""
"46";"27";"Torjus Røn";"Sonerud";"M";"NOR";"Lørenskog CK";"FE 3";"M Senior";"20:38.0";"16:44.0";"2015-05-23T14:01:00.0990000";"FINSTADJORDET";""
"47";"49";"Anders Brun";"HENNUM";"M";"NOR";"NTG Lillehammer";"FE 3";"M Senior";"20:39.0";"16:45.0";"2015-05-23T14:12:00.9030000";"Lillehammer";""
"48";"155";"Steinar";"Willassen";"M";"NOR";"Hemsedal IL Sykkel";"FE 3";"M Senior";"20:40.0";"16:46.0";"2015-05-23T15:05:13.6270000";"Hemsedal";""
"49";"43";"Arild";"Gravdal";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"20:43.0";"16:49.0";"2015-05-23T14:09:16.9060000";"Øvre Ervik";""
"50";"16";"Frank Jonny";"Brenno";"M";"NOR";"Andebarkji TSK";"FE 3";"M Senior";"20:53.0";"16:59.0";"2015-05-23T13:55:43.9020000";"NESBYEN";""
"51";"38";"Stian";"Rånes";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"20:56.0";"17:02.0";"2015-05-23T14:06:56.8060000";"Drammen";""
"52";"81";"Thomas";"Svendsen";"M";"NOR";"OSLO";"FE 3";"M Senior";"20:58.0";"17:04.0";"2015-05-23T14:28:20.7540000";"OSLO";""
"53";"132";"Manfred";"Kronbrink";"M";"SWE";"GÖTEBORG";"FE 3";"M Senior";"21:00.0";"17:06.0";"2015-05-23T14:53:52.2800000";"Göteborg";""
"54";"125";"Johannes";"LUND";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"21:03.0";"17:09.0";"2015-05-23T14:50:07.7940000";"Kaupanger";""
"55";"133";"George";"Jones";"M";"GBR";"Skullerud Sportsklubb";"FE 3";"M Senior";"21:06.0";"17:12.0";"2015-05-23T14:54:20.0980000";"Oslo";""
"55";"59";"Lars";"Stensløkken";"M";"NOR";"Lillehammer CK";"FE 3";"M Senior";"21:06.0";"17:12.0";"2015-05-23T14:17:32.9410000";"LILLEHAMMER";""
"57";"28";"Petter";"Strøm";"M";"NOR";"Sogn CK / Sti5";"FE 3";"M Senior";"21:09.0";"17:15.0";"2015-05-23T14:01:40.5360000";"Sogndal";""
"58";"73";"Thomas";"Borthen";"M";"NOR";"Romeriksåsen SK";"FE 3";"M Senior";"21:14.0";"17:20.0";"2015-05-23T14:24:27.7490000";"Skedsmokorset";""
"59";"115";"Kenneth";"Bjørseth";"M";"NOR";"Molde CK";"FE 3";"M Senior";"21:19.0";"17:25.0";"2015-05-23T14:45:16.0930000";"Molde";""
"60";"42";"Simen";"Thorvaldsen";"M";"NOR";"IK Hero / Merida";"FE 3";"M Senior";"21:20.0";"17:26.0";"2015-05-23T14:08:56.2930000";"OSLO";""
"60";"120";"Michal";"Wiecyk";"M";"POL";"TRONDHEIM";"FE 3";"M Senior";"21:20.0";"17:26.0";"2015-05-23T14:47:57.3520000";"TRONDHEIM";""
"62";"30";"Olav";"Aga";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"21:21.0";"17:27.0";"2015-05-23T14:02:30.1940000";"BERGEN";""
"63";"25";"Even";"Braaten";"M";"NOR";"IK Hero / Team Nullstress";"FE 3";"M Senior";"21:25.0";"17:31.0";"2015-05-23T14:00:03.6910000";"Oslo";""
"64";"159";"Nikolai";"Fekjær";"M";"NOR";"Moss CK";"FE 3";"M Senior";"21:32.0";"17:38.0";"2015-05-23T15:07:35.0550000";"Saltnes";""
"64";"109";"Jørgen";"Tollefsrud";"M";"NOR";"Hasle-Løren IL / Team Letth";"FE 3";"M Senior";"21:32.0";"17:38.0";"2015-05-23T14:42:32.8650000";"Oslo";""
"66";"183";"Bjørnar";"Tomassen";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"21:39.0";"17:45.0";"2015-05-23T15:19:51.1950000";"NESTTUN";""
"67";"68";"Sigurd Salberg";"PEDERSEN";"M";"NOR";"TVK";"FE 3";"M Senior";"21:50.0";"17:56.0";"2015-05-23T14:21:50.0720000";"Lillehammer";""
"68";"55";"Mads";"Pedersen";"M";"NOR";"Kristiansands CK";"FE 3";"M Senior";"21:58.0";"18:04.0";"2015-05-23T14:15:17.1250000";"KRISTIANSAND";""
"69";"150";"Gaute Birkeland";"Kjellsen";"M";"NOR";"IF Frøy";"FE 3";"M Senior";"22:00.0";"18:06.0";"2015-05-23T15:03:24.8360000";"Oslo";""
"70";"44";"Kristian";"Ertnes";"M";"NOR";"SOGNDAL";"FE 3";"M Senior";"22:02.0";"18:08.0";"2015-05-23T14:09:51.4440000";"Sogndal";""
"71";"57";"Truls Kristian";"Syvertsen";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"22:09.0";"18:15.0";"2015-05-23T14:16:41.4200000";"Steinberg";""
"72";"67";"Jørgen";"Heir";"M";"NOR";"KONGSBERG";"FE 3";"M Senior";"22:11.0";"18:17.0";"2015-05-23T14:21:17.9050000";"Kongsberg";""
"73";"77";"Aleksander";"Ødegård";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"22:16.0";"18:22.0";"2015-05-23T14:26:28.2330000";"KONGSBERG";""
"74";"100";"Geir";"Nummedal";"M";"NOR";"Voss MTB Klubb";"FE 3";"M Senior";"22:18.0";"18:24.0";"2015-05-23T14:38:00.0410000";"OSLO";""
"75";"145";"Lukasz";"Szewczyk";"M";"POL";"Tasta & omegn sykkelklubb / Baker Hughes";"FE 3";"M Senior";"22:19.0";"18:25.0";"2015-05-23T15:00:15.9520000";"SOLA";""
"76";"74";"Geir Vidar";"Bjørndalen";"M";"NOR";"Romeriksåsen SK";"FE 3";"M Senior";"22:21.0";"18:27.0";"2015-05-23T14:25:02.9730000";"Gjerdrum";""
"77";"162";"Martin Norgård";"Vermundsberget";"M";"NOR";"Birk Sport";"FE 3";"M Senior";"22:27.0";"18:33.0";"2015-05-23T15:09:09.5820000";"OSLO";""
"78";"62";"Jørgen Dølvik";"Husbyn";"M";"NOR";"Nordfjord Grovsyklarlaug";"FE 3";"M Senior";"22:30.0";"18:36.0";"2015-05-23T14:18:57.6010000";"Sandane";""
"79";"106";"Christopher";"Condrup";"M";"NOR";"OSLO";"FE 3";"M Senior";"22:33.0";"18:39.0";"2015-05-23T14:41:00.6610000";"Oslo";""
"80";"50";"Peter";"Lomsdalen";"M";"NOR";"Hadeland CK";"FE 3";"M Senior";"22:42.0";"18:48.0";"2015-05-23T14:13:11.4220000";"ENGER";""
"81";"113";"Rune";"Tangen";"M";"NOR";"Romeriksåsen SK";"FE 3";"M Senior";"22:44.0";"18:50.0";"2015-05-23T14:45:11.9000000";"Gjerdrum";""
"82";"79";"Jostein";"Børresen";"M";"NOR";"Drammen CK / Nedre Buskerud Nerroverlag";"FE 3";"M Senior";"22:46.0";"18:52.0";"2015-05-23T14:27:30.1720000";"SOLBERGELVA";""
"83";"151";"Iver";"Skustad";"M";"NOR";"Drammen CK";"FE 3";"M Senior";"22:47.0";"18:53.0";"2015-05-23T15:03:21.1330000";"Drammen";""
"84";"36";"Petter";"Saleen";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"22:50.0";"18:56.0";"2015-05-23T14:05:52.4520000";"";""
"85";"76";"Øyvind";"Horgen";"M";"NOR";"Sande SpKl Sykkel";"FE 3";"M Senior";"22:51.0";"18:57.0";"2015-05-23T14:26:01.1490000";"SANDE I VESTFOLD";""
"86";"53";"Alf Petter";"Syvertsen";"M";"NOR";"OSLO";"FE 3";"M Senior";"22:55.0";"19:01.0";"2015-05-23T14:15:02.8200000";"OSLO";""
"87";"72";"Leiv";"Tvenning";"M";"NOR";"Bergen MTB Klubb";"FE 3";"M Senior";"22:56.0";"19:02.0";"2015-05-23T14:24:10.2490000";"BERGEN";""
"88";"69";"Peder";"Gaasø";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"22:57.0";"19:03.0";"2015-05-23T14:22:42.1140000";"OSLO";""
"89";"158";"Trygve August";"Nyborg";"M";"NOR";"OSLO";"FE 3";"M Senior";"22:58.0";"19:04.0";"2015-05-23T15:07:08.3380000";"Oslo";""
"90";"60";"Andreas Kielland";"Hauge";"M";"NOR";"Solum TSK";"FE 3";"M Senior";"23:04.0";"19:10.0";"2015-05-23T14:18:02.7130000";"PORSGRUNN";""
"91";"114";"Magnus Kalstad";"Forseth";"M";"NOR";"LILLEHAMMER";"FE 3";"M Senior";"23:13.0";"19:19.0";"2015-05-23T14:45:13.8660000";"LILLEHAMMER";""
"92";"61";"Roy";"Ripe";"M";"NOR";"SK Rye sykkel / Team Ibis";"FE 3";"M Senior";"23:18.0";"19:24.0";"2015-05-23T14:18:56.9730000";"Fagerstrand";""
"93";"71";"Frank";"Seidel";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"23:27.0";"19:33.0";"2015-05-23T14:24:06.0490000";"Hvam";""
"94";"119";"Magnus";"Grönberg";"M";"NOR";"Hemsedal IL Sykkel";"FE 3";"M Senior";"23:36.0";"19:42.0";"2015-05-23T14:47:07.3150000";"Hemsedal";""
"95";"141";"Andreas";"Grytnes";"M";"NOR";"OSLO";"FE 3";"M Senior";"23:42.0";"19:48.0";"2015-05-23T14:58:23.9090000";"OSLO";""
"96";"193";"Martin";"Høydahl";"M";"NOR";"Sandnessjøen OCK";"FE 3";"M Senior";"23:45.0";"19:51.0";"2015-05-23T15:24:22.5490000";"Bergen";""
"97";"103";"Per Anders Myre";"Ulsaker";"M";"NOR";"BERGEN";"FE 3";"M Senior";"23:50.0";"19:56.0";"2015-05-23T14:39:28.5330000";"BERGEN";""
"98";"172";"Morten";"Hofstad";"M";"NOR";"Nesset CK";"FE 3";"M Senior";"23:55.0";"20:01.0";"2015-05-23T15:14:26.2940000";"Oslo";""
"99";"196";"Andreas";"Hegrum";"M";"NOR";"HORTEN";"FE 3";"M Senior";"24:00.0";"20:06.0";"2015-05-23T15:26:19.0060000";"Horten";""
"100";"102";"Håvard";"Arnstad";"M";"NOR";"SK Rye sykkel";"FE 3";"M Senior";"24:06.0";"20:12.0";"2015-05-23T14:38:59.0560000";"Oslo";""
"101";"117";"Joakim";"Karlsson";"M";"NOR";"OSLO";"FE 3";"M Senior";"24:12.0";"20:18.0";"2015-05-23T14:46:50.1150000";"OSLO";""
"102";"112";"Christoffer";"Schack";"M";"NOR";"FMC Technologies";"FE 3";"M Senior";"24:33.0";"20:39.0";"2015-05-23T14:44:15.2420000";"KONGSBERG";""
"103";"87";"Sindre";"Rasmussen";"M";"NOR";"Gresvik IF";"FE 3";"M Senior";"24:39.0";"20:45.0";"2015-05-23T14:31:41.2800000";"Fredrikstad";""
"104";"192";"Jeff";"Webb";"M";"NOR";"IL Stjørdals-Blink";"FE 3";"M Senior";"24:40.0";"20:46.0";"2015-05-23T15:24:07.7860000";"Stjørdal";""
"105";"166";"Ole";"Moksnes";"M";"NOR";"OSLO";"FE 3";"M Senior";"24:41.0";"20:47.0";"2015-05-23T15:11:09.0390000";"OSLO";""
"106";"175";"Sevat";"Molven";"M";"NOR";"HOKKSUND";"FE 3";"M Senior";"24:47.0";"20:53.0";"2015-05-23T15:16:16.2280000";"HOKKSUND";""
"107";"93";"Morten";"Westberg";"M";"NOR";"OSLO";"FE 3";"M Senior";"24:51.0";"20:57.0";"2015-05-23T14:35:15.3000000";"OSLO";""
"108";"177";"Daniel";"Holt";"M";"NOR";"OSLO";"FE 3";"M Senior";"24:57.0";"21:03.0";"2015-05-23T15:16:52.6420000";"OSLO";""
"109";"134";"Lars Markus";"Sannebro";"M";"NOR";"Sogn CK";"FE 3";"M Senior";"25:02.0";"21:08.0";"2015-05-23T14:55:07.9250000";"Kaupanger";""
"110";"194";"Kristoffer Sagen";"Refsnes";"M";"NOR";"Kristiansands CK";"FE 3";"M Senior";"25:10.0";"21:16.0";"2015-05-23T15:27:24.8910000";"KRISTIANSAND";""
"111";"140";"Andreas";"Vollheim";"M";"NOR";"Bogafjell Sykleklubb";"FE 3";"M Senior";"25:11.0";"21:17.0";"2015-05-23T14:58:12.2080000";"HAFRSFJORD";""
"112";"142";"Runar";"Sagerud";"M";"NOR";"Kolbotn SK";"FE 3";"M Senior";"25:20.0";"21:26.0";"2015-05-23T14:59:28.2240000";"Oppegård";""
"113";"153";"Tom";"Ruud";"M";"NOR";"Lillehammer CK / Birk Sport AS";"FE 3";"M Senior";"25:23.0";"21:29.0";"2015-05-23T15:04:33.7310000";"Lillehammer";""
"114";"188";"Kristoffer";"Berdal";"M";"NOR";"IK Hero";"FE 3";"M Senior";"25:47.0";"21:53.0";"2015-05-23T15:23:13.4160000";"Oslo";""
"115";"149";"Martin";"Pedersen";"M";"NOR";"Skeid / Letth";"FE 3";"M Senior";"25:49.0";"21:55.0";"2015-05-23T15:03:17.4080000";"OSLO";""
"116";"148";"Morten";"Ligård";"M";"NOR";"Kongsberg IF Sykkel";"FE 3";"M Senior";"26:03.0";"22:09.0";"2015-05-23T15:02:17.0030000";"Kongsberg";""
"117";"123";"Lars-Petter";"Holm";"M";"NOR";"Eiker-Kvikk sykkel";"FE 3";"M Senior";"26:06.0";"22:12.0";"2015-05-23T14:50:24.5610000";"HOKKSUND";""
"118";"121";"Espen";"Karlsen";"M";"NOR";"Procon";"FE 3";"M Senior";"26:23.0";"22:29.0";"2015-05-23T14:48:57.9200000";"Stavanger";""
"119";"160";"Tor Arne";"Holen";"M";"NOR";"TORP";"FE 3";"M Senior";"26:31.0";"22:37.0";"2015-05-23T15:08:31.6840000";"TORP";""
"120";"91";"Ola";"Engene";"M";"NOR";"Foreningen Frikransen";"FE 3";"M Senior";"26:34.0";"22:40.0";"2015-05-23T14:34:05.7870000";"VESTFOSSEN";""
"121";"170";"Ådne";"Skjelstad";"M";"NOR";"OSLO";"FE 3";"M Senior";"26:39.0";"22:45.0";"2015-05-23T15:13:01.5540000";"oslo";""
"122";"110";"Even";"Ingjær";"M";"NOR";"OSLO";"FE 3";"M Senior";"26:41.0";"22:47.0";"2015-05-23T14:44:32.2300000";"Oslo";""
"123";"107";"Jamieson";"Pothecary";"M";"NOR";"OSLO";"FE 3";"M Senior";"26:42.0";"22:48.0";"2015-05-23T14:41:44.6070000";"Oslo";""
"124";"176";"Gavin";"Steder";"M";"NOR";"SKJETTEN";"FE 3";"M Senior";"27:13.0";"23:19.0";"2015-05-23T15:16:49.8220000";"SKJETTEN";""
